Comment number,class,comment,processed_comment
11132.0,1.0,I would love to give this bitch some act right juice lol,would love give bitch act right juice laugh loud
11133.0,1.0,I would love to not be hit with the jig for once in my fucking life,would love hit jig fucking life
11134.0,1.0,I would never fight a nigga for vagina...that's what hoes do lmao,would never fight nigga vaginathats hoe laughing as
11135.0,1.0,I would never hit a woman but I would slap a hoe,would never hit woman would slap hoe
11136.0,1.0,I would probably still feel bad if you weren't such a bitch about it...,would probably still feel bad werent bitch
11137.0,2.0,"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",would went ref hell post game interview saying called sad trash
11138.0,1.0,I wouldn't be acting like a crazy bitch if you just told me what the hell goes on in your head,wouldnt acting like crazy bitch told hell go head
11139.0,1.0,I wouldn't fuk a lot of u bitches .. #RealTalk,wouldnt fuk lot bitch realtalk
11140.0,1.0,I wouldn't last in prison... Them bitches would eat me alive...,wouldnt last prison bitch would eat alive
11141.0,1.0,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,wouldnt want girl showing goody every niggah 1285309995
11142.0,1.0,"I""M THE MOTHER FUCKIN"" #UGLY&gt; #badguy&gt; #bitches&gt; #EliWallach TYPE SHIT #BreakingBad is a joke about #noose RIGS #LeeVanCleef #sports&gt;",im mother fuckin uglygt badguygt bitchesgt eliwallach type shit breakingbad joke noose rig leevancleef sportsgt
11143.0,1.0,"I&#65533;m tough, ambitious and I know exactly what I want. If that makes me a bitch, then okay.",i65533m tough ambitious know exactly want make bitch okay
11144.0,1.0,I&#8217;ll gladly be a victim RT @MafiosoRo: Then im a felon RT @BIGOBUNDLES: A bitch over 200lbs riding ur face is attempted murder &#128555;&#128555;,i8217ll gladly victim rt mafiosoro im felon rt bigobundles bitch 200lbs riding face attempted murder 128555128555
11145.0,1.0,I&#8217;m logging out RT @Shakez843: ah man RT @OfficiallyIce: The bartenders be sellin pussy too? I thought only the strippers sold pussy.,i8217m logging rt shakez843 ah man rt officiallyice bartender sellin pussy thought stripper sold pussy
11146.0,1.0,I''d put a bullet in that bitch...,id put bullet bitch
11147.0,2.0,I'd be the best at owning a bird. I could teach them the funniest things to say.,id best owning bird could teach funniest thing say
11148.0,2.0,I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,id anything oreo vanilla bean drink dunkin amp chocolate chip muffin tooim starving amp sound good
11149.0,1.0,I'd drive me crazy to have to be at that ghetto ass school everyday.,id drive crazy ghetto as school everyday
11150.0,1.0,I'd have to go off on a bitch,id go bitch
11151.0,1.0,I'd hit a Kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is. Nobody to me anyway lol,id hit kardashian threw money bruh somebody would pull hoe idgaf nobody anyway laugh loud
11152.0,1.0,I'd kill a bitch to be able to cuddle right now. Ugh. Sucker for the stupid shit. I swear.,id kill bitch able cuddle right ugh sucker stupid shit swear
11153.0,2.0,I'd kill to meet Charlie Sheen.,id kill meet charlie sheen
11154.0,1.0,"I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!",id like see someone try hit joke bitch dont internet
11155.0,1.0,I'd rather be at school improving my life than sleeping at home #im #back #bitch,id rather school improving life sleeping home im back bitch
11156.0,2.0,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,id rather follow girl instagram rather bird brain tweet tl
11157.0,1.0,I'd rather have a flat bitch then a bitch who cheats&#128521;,id rather flat bitch bitch cheats128521
11158.0,2.0,I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,id rather hear neal degrasse tyson tell scientific mistake assumption wasp httptcotlec4vkuyd
11159.0,1.0,"I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)",id shut fuck ill wide batter boy ever go haha im cunt wit cani shit stop
11160.0,1.0,I'll NEVER let a broke bitch influence me &#128564;,ill never let broke bitch influence 128564
11161.0,1.0,I'll always remember feeling like I was no good. Like I couldn't do it for you like that whack bitch could.. &amp; it's all because you lied..,ill always remember feeling like good like couldnt like whack bitch could amp lied
11162.0,2.0,I'll be a Yankee fan forever,ill yankee fan forever
11163.0,1.0,"I'll be a bitch if I have to. I don't like to be, but f*ck with me and it'll happen.",ill bitch dont like fck itll happen
11164.0,1.0,I'll be a dick if you wanna act like a pussy.,ill dick wanna act like pussy
11165.0,1.0,I'll be damned if a nigga wife a hood hoe..,ill damned nigga wife hood hoe
11166.0,1.0,I'll be stripping off layers of clothes the instant we get back to the gate. It's hot as Satan's pussy on this son-bitch,ill stripping layer clothes instant get back gate hot satan pussy sonbitch
11167.0,1.0,I'll be that lmao &#128513;&#128513;&#128513;RT @KoolAssK: @1MarKus_A pussy,ill laughing as 128513128513128513rt koolassk 1markusa pussy
11168.0,1.0,I'll beat some pussy up right about now,ill beat pussy right
11169.0,1.0,"I'll break any bitch nigga down, I don't care about your size.",ill break bitch nigga dont care size
11170.0,1.0,I'll call u bitch for short,ill call bitch short
11171.0,1.0,"I'll eat ya pussy like a savage, but once you put ya nasty ass feet in my face my socks and drawers already on and I'm out",ill eat pussy like ruthless something regard put nasty as foot face sock drawer already im
11172.0,1.0,I'll fuck a bitch real quick,ill fuck bitch real quick
11173.0,1.0,I'll get so much pussy. http://t.co/2plTXgQiqE,ill get much pussy httptco2pltxgqiqe
11174.0,2.0,I'll give you a baby zebra girl.,ill give baby zebra girl
11175.0,1.0,I'll go to class the last 30 minutes of that hoe,ill go class last 30 minute hoe
11176.0,1.0,I'll have these bitches havin baby's every week,ill bitch havin baby every week
11177.0,1.0,I'll keep all comments to myself about tho.... I'll just laugh about it with my nigs,ill keep comment tho ill laugh nigs
11178.0,2.0,I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,ill let clam top let dat nookie pop im dat cookie jar aint rookie girllll
11179.0,1.0,I'll live my life the way I want bitch,ill live life way want bitch
11180.0,1.0,"I'll pay yall niggas to get lost, how much y'all hoe niggas gunna cost",ill pay yall nigga get lost much yall hoe nigga gunna cost
11181.0,1.0,I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,ill quit bitch quit fake friend 128077999665039
11182.0,1.0,I'll round up my hoes in a little bit,ill round hoe little bit
11183.0,1.0,I'll start at the butt and work my way to the pussy,ill start butt work way pussy
11184.0,1.0,I'll still let the plastic bitch do her dollar @DigHerLow.,ill still let plastic bitch dollar digherlow
11185.0,1.0,"I'll stop drugs, alcohol, fags, sluts for you. Just give me a chance. It's been a year and I feel the same, that clearly means something.",ill stop drug alcohol fag slut give chance year feel clearly mean something
11186.0,1.0,I'll walk away with your money and leave a tip for your bitch,ill walk away money leave tip bitch
11187.0,1.0,"I'm ""walk into my local convenience store &amp; the clerk says 'what up, girl? Keystone is on sale, yo!'"" white trash. Line forms to the RIGHT.",im walk local convenience store amp clerk say girl keystone sale hey white trash line form right
11188.0,1.0,I'm 26 you bitch,im 26 bitch
11189.0,2.0,"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",im 81 still eat animal cracker emabiggestfans1d
11190.0,2.0,"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",im camera shy dont talk phone love rainif youn kno life wouldnt understand
11191.0,1.0,I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;,im hungry wont give bitch time day im trying take care business 128129
11192.0,2.0,I'm Hun-gry,im hungry
11193.0,2.0,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,im pregnant charlie brown worstpeanutsspecialever
11194.0,1.0,I'm Rick James bitch!,im rick james bitch
11195.0,1.0,I'm Totally tired of being Saudi Arabia's bitch... It's gotten wayyyy old.,im totally tired saudi arabia bitch gotten wayyyy old
11196.0,1.0,"I'm Tryn tell yall brah, I went wit a slut n could not stop da bitch frm boppin dat shit scary",im tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scary
11197.0,1.0,I'm Tryna turn M's to B's in this bitch!,im tryna turn m b bitch
11198.0,1.0,I'm XXX triple x rated bitch,im xxx triple x rated bitch
11199.0,1.0,I'm a VIPPERloid bitch:P http://t.co/tl2nfXoRSu,im vipperloid bitchp httptcotl2nfxorsu
11200.0,1.0,I'm a bad bitch!,im bad bitch
11201.0,1.0,I'm a big bitch and 4 is the GOAT RT @SoAlmondie: I'm too lazy for 4.,im big bitch 4 greatest time rt soalmondie im lazy 4
11202.0,1.0,I'm a bitch,im bitch
11203.0,1.0,"I'm a bitch because
My family life is fucked
My love life is fucked
My social life is fucked
Just my outlook on life is fucked",im bitch family life fucked love life fucked social life fucked outlook life fucked
11204.0,1.0,I'm a bitch nigga? :( that hurts my feelings.... And I'm like so serious.,im bitch nigga hurt feeling im like serious
11205.0,1.0,I'm a bitch now ? Ok.,im bitch ok
11206.0,1.0,"I'm a broke hoes dream , rich hoes cream !",im broke hoe dream rich hoe cream
11207.0,1.0,I'm a broke hoes dream Rich girls cream !,im broke hoe dream rich girl cream
11208.0,1.0,I'm a couple bitches header &#128526; ioeno em &#128514;&#128514;,im couple bitch header 128526 ioeno em 128514128514
11209.0,1.0,"I'm a dick and you ain't even got ya strap on, pussy",im dick aint even got strap pussy
11210.0,1.0,I'm a dope ass nigga n these bitches OD,im cool awesome as nigga n bitch od
11211.0,1.0,I'm a hoe for that &#128557;&#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;,im hoe 128557128557128557128557128557128514128514128514128514128514
11212.0,1.0,I'm a lady bitch,im lady bitch
11213.0,1.0,I'm a light skin niggah &#128588;,im light skin niggah 128588
11214.0,1.0,"I'm a made man, y'all pussy niggas in the middle.",im made man yall pussy nigga middle
11215.0,1.0,"I'm a pull up, eat on that pussy, and dip",im pull eat pussy dip
11216.0,1.0,I'm a purple headed cunt,im purple headed cunt
11217.0,2.0,"I'm a redneck, but without the homophobia and racism",im redneck without homophobia racism
11218.0,1.0,I'm a stretch that pussy out,im stretch pussy
11219.0,2.0,I'm a sucker for colored eyes &#128532;&#128532;,im sucker colored eye 128532128532
11220.0,1.0,I'm a twat,im twat
11221.0,1.0,I'm a wigger,im wigger
11222.0,1.0,I'm about to get this bitch a cell mate,im get bitch cell mate
11223.0,1.0,I'm about to hit a bitch,im hit bitch
